,URL,RecipeName,Ingredients
51,https://www.tasteofhome.com/recipes/onion-beef-au-jus/,Onion Beef au Jus,1 cup shredded Swiss cheese
52,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,1 pound bulk Italian sausage
53,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,"1 medium onion, sliced"
54,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,1-1/2 cups water
55,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,"1 can (15 ounces) garbanzo beans or chickpeas, rinsed and drained"
56,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,"1 can (14-1/2 ounces) diced tomatoes, undrained"
57,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,1 can (14-1/2 ounces) beef broth
58,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,"2 medium zucchini, cut into 1/4-inch slices"
59,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,1/2 teaspoon dried basil
60,https://www.tasteofhome.com/recipes/tasty-italian-vegetable-soup/,Tasty-Italian Vegetable Soup,Grated Parmesan cheese
61,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,2 medium Granny Smith apples
62,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,2 tubes (8 ounces each) refrigerated crescent rolls
63,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,1 cup sugar
64,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,"1/3 cup butter, softened"
65,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,1/2 teaspoon ground cinnamon
66,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,3/4 cup Mountain Dew soda
67,https://www.tasteofhome.com/recipes/apple-dumpling-bake/,Apple Dumpling Bake,Vanilla ice cream
68,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,"1 pork loin crown roast (10 to 12 ribs, about 6 to 8 pounds) "
69,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1/2 teaspoon seasoned salt
70,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,MUSHROOM DRESSING:
71,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,"1/4 cup butter, cubed"
72,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1 cup sliced fresh mushrooms
73,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1/2 cup diced celery
74,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,3 cups cubed day-old bread
75,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1/4 teaspoon salt
76,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1/4 teaspoon pepper
77,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,1/3 cup apricot preserves
78,https://www.tasteofhome.com/recipes/crown-roast-of-pork-with-mushroom-dressing/,Crown Roast of Pork with Mushroom Dressing,"1 cup whole fresh cranberries, optional"
79,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1 teaspoon canola oil
80,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,"1 medium onion, finely chopped"
81,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,"1 garlic clove, minced"
82,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,"1 cup dried lentils, rinsed"
83,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1 tablespoon chili powder
84,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,2 teaspoons ground cumin
85,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1 teaspoon dried oregano
86,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,2-1/2 cups vegetable or reduced-sodium chicken broth
87,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1 cup salsa
88,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,12 taco shells
89,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1-1/2 cups shredded lettuce
90,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1 cup chopped fresh tomatoes
91,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,1-1/2 cups shredded reduced-fat cheddar cheese
92,https://www.tasteofhome.com/recipes/tasty-lentil-tacos/,Tasty Lentil Tacos,6 tablespoons fat-free sour cream
93,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,"1-1/2 pounds fresh Brussels sprouts, halved"
94,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,2 tablespoons olive oil
95,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,"3 garlic cloves, minced"
96,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,1/2 cup heavy whipping cream
97,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,3 tablespoons Dijon mustard
98,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,1/8 teaspoon white pepper
99,https://www.tasteofhome.com/recipes/garlic-roasted-brussels-sprouts-with-mustard-sauce/,Garlic-Roasted Brussels Sprouts with Mustard Sauce,Dash salt
100,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,2 cups milk
101,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup water
102,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup sugar
103,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup butter
104,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/3 cup cornmeal
105,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,2 teaspoons salt
106,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,7 to 7-1/2 cups all-purpose flour
107,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,2 packages (1/4 ounce each) active dry yeast
108,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,"2 large Eggland's Best eggs 
"
109,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,TOPPING:
110,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,2 cups packed brown sugar
111,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup butter
112,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup milk
113,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 to 1 cup chopped pecans
114,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,FILLING:
115,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,"1/4 cup butter, softened"
116,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,1/2 cup sugar
117,https://www.tasteofhome.com/recipes/caramel-pecan-rolls/,Caramel Pecan Rolls,2 teaspoons ground cinnamon
118,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,1/2 cup all-purpose flour
119,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,"1 large egg, lightly beaten"
120,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,3/4 cup seasoned bread crumbs
121,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,3 tablespoons grated Parmesan cheese
122,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,2 boneless skinless chicken breast halves (5 ounces each)
123,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,1/8 teaspoon salt
124,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,1/8 teaspoon pepper
125,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,2 tablespoons olive oil
126,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,"2 Italian rolls, split"
127,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,2 slices provolone cheese
128,https://www.tasteofhome.com/recipes/parmesan-chicken-sandwiches/,Parmesan Chicken Sandwiches,"1/3 cup marinara or other meatless pasta sauce, warmed"
129,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,4 Italian sausage links (4 ounces each)
130,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,4 naan flatbreads or whole pita breads
131,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,1/4 cup olive oil
132,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,1 cup tomato basil pasta sauce
133,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,2 cups shredded part-skim mozzarella cheese
134,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,1/2 cup grated Parmesan cheese
135,https://www.tasteofhome.com/recipes/grilled-sausage-basil-pizzas/,Grilled Sausage-Basil Pizzas,1/2 cup thinly sliced fresh basil
136,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,3 pounds uncooked bratwurst links
137,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,"3 pounds small red potatoes, cut into wedges"
138,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,1 pound baby carrots
139,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,"1 large red onion, sliced and separated into rings"
140,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,"2 jars (4-1/2 ounces each) whole mushrooms, drained"
141,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,"1/4 cup butter, cubed"
142,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,1 envelope onion soup mix
143,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,2 tablespoons soy sauce
144,https://www.tasteofhome.com/recipes/bratwurst-supper/,Bratwurst Supper,1/2 teaspoon pepper
145,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,2 packages (1/4 ounce each) active dry yeast
146,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,2-1/4 cups warm water (110° to 115°)
147,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,1/3 cup sugar
148,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,1 tablespoon canola oil
149,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,1 cup whole wheat flour
150,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,2 large eggs
151,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,1 tablespoon water
152,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,1 tablespoon salt
153,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,5 to 6 cups all-purpose flour
154,https://www.tasteofhome.com/recipes/sesame-wheat-braids/,Sesame Wheat Braids,2 teaspoons sesame seeds
155,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,2 packages devil's food cake mix (regular size)
156,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,1 cup canola oil
157,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,4 large eggs
158,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,FILLING:
159,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,"8 ounces cream cheese, softened"
160,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,"1/4 cup butter, softened"
161,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,2-1/2 cups confectioners' sugar
162,https://www.tasteofhome.com/recipes/quick-chocolate-sandwich-cookies/,Quick Chocolate Sandwich Cookies,1 teaspoon vanilla extract
163,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,1/2 cup sugar
164,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,1/4 cup instant coffee granules
165,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,1 cup boiling water
166,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,2 quarts whole milk
167,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,"1 quart vanilla ice cream, softened"
168,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,"1 quart chocolate ice cream, softened"
169,https://www.tasteofhome.com/recipes/cappuccino-punch/,Cappuccino Punch,"Grated chocolate, optional "
170,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,3/4 cup chopped peeled fresh peaches
171,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,"1 small sweet red pepper, chopped"
172,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,"1 jalapeno pepper, seeded and chopped"
173,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,2 tablespoons finely chopped red onion
174,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,2 tablespoons minced fresh cilantro
175,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1 tablespoon lime juice
176,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,"1 garlic clove, minced"
177,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1/8 teaspoon salt
178,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1/8 teaspoon pepper
179,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,2 tablespoons olive oil
180,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1 tablespoon brown sugar
181,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1 tablespoon Caribbean jerk seasoning
182,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1 teaspoon dried thyme
183,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,"1 teaspoon dried rosemary, crushed"
184,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1/2 teaspoon seasoned salt
185,https://www.tasteofhome.com/recipes/caribbean-spiced-pork-tenderloin-with-peach-salsa/,Caribbean-Spiced Pork Tenderloin with Peach Salsa,1 pork tenderloin (1 pound)
186,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,2-1/2 cups water
187,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1 ounce dried porcini mushrooms
188,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1 ounce dried shiitake mushrooms
189,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,3 tablespoons butter
190,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,"1 small onion, finely chopped"
191,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1/2 pound sliced fresh mushrooms
192,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1/2 pound sliced baby portobello mushrooms
193,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,"3 garlic cloves, minced"
194,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,4 cups chicken broth
195,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1 package (6 ounces) long grain and wild rice mix
196,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1/2 teaspoon salt
197,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1/4 teaspoon white pepper
198,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1/2 cup cold water
199,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,4 teaspoons cornstarch
200,https://www.tasteofhome.com/recipes/mushroom-wild-rice-soup/,Mushroom & Wild Rice Soup,1 cup heavy whipping cream
201,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1/2 cup reduced-sodium chicken broth
202,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,2 tablespoons thawed apple juice concentrate
203,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,4-1/2 teaspoons stone-ground mustard
204,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,"1 pork tenderloin (1 pound), cut into 1/2-inch slices"
205,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1/4 teaspoon salt
206,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1/4 teaspoon pepper
207,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1 tablespoon olive oil
208,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,"2 garlic cloves, minced"
209,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1 teaspoon cornstarch
210,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,2 tablespoons cold water
211,https://www.tasteofhome.com/recipes/pork-medallions-in-mustard-sauce/,Pork Medallions in Mustard Sauce,1 tablespoon minced fresh parsley
212,https://www.tasteofhome.com/recipes/freezer-burritos/,Freezer Burritos,1-1/4 pounds lean ground beef (90% lean)
213,https://www.tasteofhome.com/recipes/freezer-burritos/,Freezer Burritos,1/4 cup finely chopped onion
